date,time,devname,devid,eventtime,tz,logid,type,subtype,level,vd,srcip,srcport,srcintf,srcintfrole,dstip,dstport,dstintf,dstintfrole,srccountry,dstcountry,sessionid,proto,action,policyid,policytype,poluuid,user,group,service,appid,app,appcat,apprisk,applist,agent,direction,eventtype,hostname,httpmethod,incidentserialno,msg,scertcname,scertissuer,url
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816696103699,+0700,1059028704,utm,app-ctrl,information,root,100.101.100.32,44132,port16,lan,112.78.129.141,443,port2,wan,Reserved,Indonesia,3233235884,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,HTTPS,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886304998,Network.Service:,,,
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816700555682,+0700,1059028704,utm,app-ctrl,information,root,100.101.100.32,44132,port16,lan,112.78.129.141,443,port2,wan,Reserved,Indonesia,3233235884,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,SSL,42533,Google.Services,General.Interest,elevated,WHS-Block,,outgoing,signature,rr2---sn-cp1oxu-n0cl.gvt1.com,,886304999,General.Interest:,*.googlevideo.com,,/
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816700613339,+0700,1059028705,utm,app-ctrl,warning,root,100.101.100.32,44132,port16,lan,112.78.129.141,443,port2,wan,Reserved,Indonesia,3233235884,6,block,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,SSL,31077,YouTube,Video/Audio,elevated,WHS-Block,,incoming,signature,rr2---sn-cp1oxu-n0cl.gvt1.com,,886305000,Video/Audio:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817171836047,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41372,port16,lan,34.107.238.235,443,port1,wan,Reserved,United,3233236026,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305037,Network.Service:,,,
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816415098945,+0700,1059028704,utm,app-ctrl,information,root,192.168.40.148,56796,port11,lan,4.213.25.241,443,port2,wan,Reserved,India,3233235107,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,52452,Windows.Push.Notification,General.Interest,elevated,BLOKIR,,outgoing,signature,client.wns.windows.com,,886304983,General.Interest:,*.wns.windows.com,Microsoft,/
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816516771766,+0700,1059028705,utm,app-ctrl,warning,root,100.101.102.122,54140,port16,lan,31.13.95.40,443,port1,wan,Reserved,Indonesia,3233235523,6,block,93,policy,36cb83c2-7f01-51ef-c289-05b8d019f669,5015,WHS-SUPERVISOR,SSL,15832,Facebook,Social.Media,medium,BLOKIR,,outgoing,signature,z-m-gateway.facebook.com,,886304995,Social.Media:,,,/
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816574393370,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41336,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233235505,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886304996,Network.Service:,,,
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816724450622,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41352,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233235871,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305002,Network.Service:,,,
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816949400153,+0700,1059028705,utm,app-ctrl,warning,root,192.168.1.164,63378,port11,lan,142.250.4.94,443,port1,wan,Reserved,United,3233235964,17,block,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,HTTPS,40169,QUIC,Network.Service,low,BLOKIR,,outgoing,signature,,,886305013,Network.Service:,,,/
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816949416574,+0700,1059028704,utm,app-ctrl,information,root,192.168.0.104,64430,port11,lan,20.50.201.200,443,port1,wan,Reserved,Netherlands,3233235200,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,41469,Microsoft.Portal,Collaboration,elevated,BLOKIR,,outgoing,signature,self.events.data.microsoft.com,,886304997,Collaboration:,*.events.data.microsoft.com,Microsoft,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817020667933,+0700,1059028704,utm,app-ctrl,information,root,100.101.97.123,44422,port16,lan,216.239.32.223,443,port1,wan,Reserved,United,3233235968,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPP1096,WHS-OPERATOR,SSL,33053,Google.Play,General.Interest,elevated,WHS-Block,,outgoing,signature,play.googleapis.com,,886305016,General.Interest:,upload.video.google.com,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817070012258,+0700,1059028704,utm,app-ctrl,information,root,100.101.101.181,45218,port16,lan,34.110.179.88,443,port1,wan,Reserved,United,3233235986,6,pass,95,policy,c0949338-8158-51ef-2d9f-f56e9a798625,0626,WHS-JAPAN,SSL,15895,SSL,Network.Service,elevated,default,,outgoing,signature,d.applovin.com,,886305020,Network.Service:,applovin.com,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817070059502,+0700,1059028704,utm,app-ctrl,information,root,100.101.101.181,45218,port16,lan,34.110.179.88,443,port1,wan,Reserved,United,3233235986,6,pass,95,policy,c0949338-8158-51ef-2d9f-f56e9a798625,0626,WHS-JAPAN,SSL,47013,SSL_TLSv1.3,Network.Service,medium,default,,incoming,signature,d.applovin.com,,886305023,Network.Service:,,,/
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816920581095,+0700,1059028704,utm,app-ctrl,information,root,100.101.100.32,47914,port16,lan,112.78.129.140,443,port1,wan,Reserved,Indonesia,3233235927,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,SSL,42533,Google.Services,General.Interest,elevated,WHS-Block,,outgoing,signature,rr1---sn-cp1oxu-n0cl.gvt1.com,,886305008,General.Interest:,*.googlevideo.com,,/
2025-09-24,07:10:16,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697816920625181,+0700,1059028705,utm,app-ctrl,warning,root,100.101.100.32,47914,port16,lan,112.78.129.140,443,port1,wan,Reserved,Indonesia,3233235927,6,block,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,SSL,31077,YouTube,Video/Audio,elevated,WHS-Block,,incoming,signature,rr1---sn-cp1oxu-n0cl.gvt1.com,,886305012,Video/Audio:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817037114014,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41358,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233235963,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305018,Network.Service:,,,
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817080845659,+0700,1059028704,utm,app-ctrl,information,root,192.168.0.131,57233,port11,lan,142.251.12.95,443,port2,wan,Reserved,United,3233235985,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,42533,Google.Services,General.Interest,elevated,BLOKIR,,outgoing,signature,optimizationguide-pa.googleapis.com,,886305021,General.Interest:,upload.video.google.com,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817320068554,+0700,1059028705,utm,app-ctrl,warning,root,100.101.99.39,39606,port16,lan,31.13.95.9,443,port1,wan,Reserved,Indonesia,3233236180,6,block,96,policy,460748da-8159-51ef-3997-37c5ecc09007,4290,WHS-STAFF,SSL,15832,Facebook,Social.Media,medium,BLOK-IT,,outgoing,signature,gateway.facebook.com,,886305044,Social.Media:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817455396325,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41390,port16,lan,34.107.238.235,443,port1,wan,Reserved,United,3233236250,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305049,Network.Service:,,,
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817504532288,+0700,1059028705,utm,app-ctrl,warning,root,100.101.103.68,59674,port16,lan,34.96.106.127,443,port1,wan,Reserved,United,3233219396,6,block,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2291,WHS-STAFF,SSL,44419,TikTok,Social.Media,elevated,BLOK-IT,,outgoing,signature,log22-normal-alisg.tiktokv.com,,886305052,Social.Media:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817474605563,+0700,1059028704,utm,app-ctrl,information,root,100.101.99.243,34802,port16,lan,34.200.71.76,443,port2,wan,Reserved,United,3233235944,6,pass,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2252,WHS-STAFF,SSL,15895,SSL,Network.Service,elevated,BLOK-IT,,outgoing,signature,graph.fbpigeon.com,,886305009,Network.Service:,*.fbpigeon.com,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817474665611,+0700,1059028704,utm,app-ctrl,information,root,100.101.99.243,34802,port16,lan,34.200.71.76,443,port2,wan,Reserved,United,3233235944,6,pass,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2252,WHS-STAFF,SSL,47013,SSL_TLSv1.3,Network.Service,medium,BLOK-IT,,incoming,signature,graph.fbpigeon.com,,886305050,Network.Service:,,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818058092761,+0700,1059028704,utm,app-ctrl,information,root,192.168.0.128,60093,port11,lan,132.196.74.208,443,port1,wan,Reserved,United,3233236246,6,pass,9,policy,b9825958-b76a-51ee-a6de-656fd2c5c3b2,,,SSL,16009,Microsoft.Windows.Update,Update,elevated,BLOKIR,,outgoing,signature,fe2cr.update.microsoft.com,,886305047,Update:,fe2cr.update.microsoft.com,Microsoft,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817623409225,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41404,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233236281,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305058,Network.Service:,,,
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817802690667,+0700,1059028705,utm,app-ctrl,warning,root,100.101.99.39,34092,port16,lan,31.13.95.1,443,port2,wan,Reserved,Indonesia,3233236347,6,block,96,policy,460748da-8159-51ef-3997-37c5ecc09007,4290,WHS-STAFF,SSL,15832,Facebook,Social.Media,medium,BLOK-IT,,outgoing,signature,graph.facebook.com,,886305063,Social.Media:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817837238147,+0700,1059028704,utm,app-ctrl,information,root,100.101.100.32,48078,port16,lan,74.125.24.95,443,port1,wan,Reserved,United,3233236341,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,HTTPS,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305067,Network.Service:,,,
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817838131464,+0700,1059028705,utm,app-ctrl,warning,root,100.101.100.32,48078,port16,lan,74.125.24.95,443,port1,wan,Reserved,United,3233236341,6,block,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,SSL,31077,YouTube,Video/Audio,elevated,WHS-Block,,outgoing,signature,youtubei.googleapis.com,,886305068,Video/Audio:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817838158631,+0700,1059028705,utm,app-ctrl,warning,root,100.101.100.32,48078,port16,lan,74.125.24.95,443,port1,wan,Reserved,United,3233236341,6,block,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,SSL,31077,YouTube,Video/Audio,elevated,WHS-Block,,outgoing,signature,youtubei.googleapis.com,,886305069,Video/Audio:,,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818040788075,+0700,1059028704,utm,app-ctrl,information,root,192.168.40.212,57265,port11,lan,52.168.112.67,443,port2,wan,Reserved,United,3233236091,6,pass,72,policy,47862808-eb4e-51ee-91e5-2503c68e74b8,,,SSL,41469,Microsoft.Portal,Collaboration,elevated,BLOKIR,,outgoing,signature,v10.events.data.microsoft.com,,886305053,Collaboration:,*.events.data.microsoft.com,Microsoft,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818084568529,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41436,port16,lan,34.107.238.235,443,port1,wan,Reserved,United,3233236431,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305079,Network.Service:,,,
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817774617389,+0700,1059028705,utm,app-ctrl,warning,root,100.101.100.32,48811,port16,lan,74.125.24.95,443,port2,wan,Reserved,United,3233236320,17,block,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPGD002,WHS-OPERATOR,HTTPS,40169,QUIC,Network.Service,low,WHS-Block,,outgoing,signature,,,886305061,Network.Service:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817804161349,+0700,1059028705,utm,app-ctrl,warning,root,100.101.103.68,59754,port16,lan,34.96.106.127,443,port2,wan,Reserved,United,3233236272,6,block,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2291,WHS-STAFF,SSL,44419,TikTok,Social.Media,elevated,BLOK-IT,,outgoing,signature,log22-normal-alisg.tiktokv.com,,886305064,Social.Media:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817877451529,+0700,1059028704,utm,app-ctrl,information,root,100.101.103.68,44358,port16,lan,23.59.80.168,443,port1,wan,Reserved,Singapore,3233236296,6,pass,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2291,WHS-STAFF,SSL,15895,SSL,Network.Service,elevated,BLOK-IT,,outgoing,signature,api-verification-alisg.tiktokshop.com,,886305065,Network.Service:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817877504336,+0700,1059028705,utm,app-ctrl,warning,root,100.101.103.68,44358,port16,lan,23.59.80.168,443,port1,wan,Reserved,Singapore,3233236296,6,block,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2291,WHS-STAFF,SSL,44419,TikTok,Social.Media,elevated,BLOK-IT,,incoming,signature,api-verification-alisg.tiktokshop.com,,886305071,Social.Media:,,,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817892948324,+0700,1059028704,utm,app-ctrl,information,root,192.168.0.131,55681,port11,lan,199.233.255.83,443,port2,wan,Reserved,United,3233235980,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,15895,SSL,Network.Service,elevated,BLOKIR,,outgoing,signature,takoboto.jp,,886305040,Network.Service:,takoboto.jp,Sectigo,/
2025-09-24,07:10:17,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697817892957229,+0700,1059028704,utm,app-ctrl,information,root,192.168.0.131,55681,port11,lan,199.233.255.83,443,port2,wan,Reserved,United,3233235980,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,41540,SSL_TLSv1.2,Network.Service,medium,BLOKIR,,incoming,signature,takoboto.jp,,886305048,Network.Service:,takoboto.jp,Sectigo,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818069024406,+0700,1059028704,utm,app-ctrl,information,root,192.168.0.64,59572,port11,lan,20.42.72.131,443,port1,wan,Reserved,United,3233236178,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,41469,Microsoft.Portal,Collaboration,elevated,BLOKIR,,outgoing,signature,mobile.events.data.microsoft.com,,886305057,Collaboration:,*.events.data.microsoft.com,Microsoft,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818242014959,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41442,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233236512,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305083,Network.Service:,,,
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818414882937,+0700,1059028704,utm,app-ctrl,information,root,100.101.97.159,55892,port16,lan,142.251.10.94,443,port2,wan,Reserved,United,3233236496,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPP1060,WHS-OPERATOR,SSL,42533,Google.Services,General.Interest,elevated,WHS-Block,,outgoing,signature,connectivitycheck.gstatic.com,,886305090,General.Interest:,*.gstatic.com,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818558139353,+0700,1059028704,utm,app-ctrl,information,root,100.101.101.181,49372,port16,lan,34.149.76.49,443,port2,wan,Reserved,United,3233236670,6,pass,95,policy,c0949338-8158-51ef-2d9f-f56e9a798625,0626,WHS-JAPAN,SSL,15895,SSL,Network.Service,elevated,default,,outgoing,signature,gateway.unityads.unity3d.com,,886305103,Network.Service:,*.unityads.unity3d.com,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818558181366,+0700,1059028704,utm,app-ctrl,information,root,100.101.101.181,49372,port16,lan,34.149.76.49,443,port2,wan,Reserved,United,3233236670,6,pass,95,policy,c0949338-8158-51ef-2d9f-f56e9a798625,0626,WHS-JAPAN,SSL,47013,SSL_TLSv1.3,Network.Service,medium,default,,incoming,signature,gateway.unityads.unity3d.com,,886305108,Network.Service:,,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818778132208,+0700,1059028704,utm,app-ctrl,information,root,100.101.99.243,34816,port16,lan,34.200.71.76,443,port2,wan,Reserved,United,3233236526,6,pass,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2252,WHS-STAFF,SSL,15895,SSL,Network.Service,elevated,BLOK-IT,,outgoing,signature,graph.fbpigeon.com,,886305082,Network.Service:,*.fbpigeon.com,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818778191867,+0700,1059028704,utm,app-ctrl,information,root,100.101.99.243,34816,port16,lan,34.200.71.76,443,port2,wan,Reserved,United,3233236526,6,pass,96,policy,460748da-8159-51ef-3997-37c5ecc09007,2252,WHS-STAFF,SSL,47013,SSL_TLSv1.3,Network.Service,medium,BLOK-IT,,incoming,signature,graph.fbpigeon.com,,886305112,Network.Service:,,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818517319530,+0700,1059028704,utm,app-ctrl,information,root,100.101.101.181,49362,port16,lan,34.149.76.49,443,port1,wan,Reserved,United,3233236661,6,pass,95,policy,c0949338-8158-51ef-2d9f-f56e9a798625,0626,WHS-JAPAN,SSL,15895,SSL,Network.Service,elevated,default,,outgoing,signature,gateway.unityads.unity3d.com,,886305094,Network.Service:,*.unityads.unity3d.com,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818517351532,+0700,1059028704,utm,app-ctrl,information,root,100.101.101.181,49362,port16,lan,34.149.76.49,443,port1,wan,Reserved,United,3233236661,6,pass,95,policy,c0949338-8158-51ef-2d9f-f56e9a798625,0626,WHS-JAPAN,SSL,47013,SSL_TLSv1.3,Network.Service,medium,default,,incoming,signature,gateway.unityads.unity3d.com,,886305101,Network.Service:,,,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818847273470,+0700,1059028704,utm,app-ctrl,information,root,100.101.97.123,60504,port16,lan,74.125.68.95,443,port1,wan,Reserved,United,3233236785,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,HPP1096,WHS-OPERATOR,SSL,42533,Google.Services,General.Interest,elevated,WHS-Block,,outgoing,signature,geller-pa.googleapis.com,,886305111,General.Interest:,upload.video.google.com,WR2,/
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818797036736,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41456,port16,lan,34.107.238.235,443,port1,wan,Reserved,United,3233236672,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305113,Network.Service:,,,
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818954091902,+0700,1059028704,utm,app-ctrl,information,root,100.101.100.86,37212,port16,lan,162.247.243.29,443,port1,wan,Reserved,United,3233236904,6,pass,96,policy,460748da-8159-51ef-3997-37c5ecc09007,1760,WHS-STAFF,HTTPS,15895,SSL,Network.Service,elevated,BLOK-IT,,outgoing,signature,,,886305121,Network.Service:,,,
2025-09-24,07:10:18,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697818997677118,+0700,1059028704,utm,app-ctrl,information,root,100.101.100.86,37212,port16,lan,162.247.243.29,443,port1,wan,Reserved,United,3233236904,6,pass,96,policy,460748da-8159-51ef-3997-37c5ecc09007,1760,WHS-STAFF,SSL,56688,SSL_TLSv1.3.PQC,Network.Service,medium,BLOK-IT,,incoming,signature,bam.nr-data.net,,886305126,Network.Service:,,,/
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819275720226,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41472,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233236976,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305134,Network.Service:,,,
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819540362090,+0700,1059028705,utm,app-ctrl,warning,root,100.101.100.215,59978,port16,lan,142.251.10.113,443,port1,wan,Reserved,United,3233237720,17,block,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,TABP23,WHS-OPERATOR,HTTPS,40169,QUIC,Network.Service,low,WHS-Block,,outgoing,signature,,,886305150,Network.Service:,,,/
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819659053810,+0700,1059028704,utm,app-ctrl,information,root,100.101.97.186,45072,port16,lan,31.13.95.40,443,port1,wan,Reserved,Indonesia,3233236762,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,TR001,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305159,Network.Service:,,,
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819428280687,+0700,1059028705,utm,app-ctrl,warning,root,100.101.99.39,34094,port16,lan,31.13.95.1,443,port2,wan,Reserved,Indonesia,3233237086,6,block,96,policy,460748da-8159-51ef-3997-37c5ecc09007,4290,WHS-STAFF,SSL,15832,Facebook,Social.Media,medium,BLOK-IT,,outgoing,signature,graph.facebook.com,,886305141,Social.Media:,,,/
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819432937589,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41482,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233237014,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305142,Network.Service:,,,
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819396365146,+0700,1059028704,utm,app-ctrl,information,root,192.168.1.240,65169,port11,lan,34.107.243.93,443,port2,wan,Reserved,United,3233237023,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,15895,SSL,Network.Service,elevated,BLOKIR,,outgoing,signature,push.services.mozilla.com,,886305139,Network.Service:,push.services.mozilla.com,,/
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819396417308,+0700,1059028704,utm,app-ctrl,information,root,192.168.1.240,65169,port11,lan,34.107.243.93,443,port2,wan,Reserved,United,3233237023,6,pass,39,policy,0908d382-bf52-51ee-c0da-c7e08e467a4a,,,SSL,47013,SSL_TLSv1.3,Network.Service,medium,BLOKIR,,incoming,signature,push.services.mozilla.com,,886305140,Network.Service:,,,/
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819866824313,+0700,1059028704,utm,app-ctrl,information,root,100.101.100.215,52974,port16,lan,172.217.23.195,443,port2,wan,Reserved,United,3233237685,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,TABP23,WHS-OPERATOR,HTTPS,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305171,Network.Service:,,,
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819562096896,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41488,port16,lan,34.107.238.235,443,port1,wan,Reserved,United,3233237139,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305152,Network.Service:,,,
2025-09-24,07:10:19,Kutai_Timber_Indonesia,FG4H1FT923900872,1758697819732427512,+0700,1059028704,utm,app-ctrl,information,root,100.101.102.42,41496,port16,lan,34.107.238.235,443,port2,wan,Reserved,United,3233237835,6,pass,92,policy,41312dcc-7f00-51ef-95bb-b87aefd4a517,partroompb1,WHS-OPERATOR,SSL,15895,SSL,Network.Service,elevated,WHS-Block,,outgoing,signature,,,886305161,Network.Service:,,,
